PGN,Label,InDBC
FDB3,Aftertreatment 1 Outlet Gas 2,J1939 DBC
FDB4,Aftertreatment 1 Intake Gas 2,J1939 DBC
FDB5,Emission-Related Previously MIL-On Diagnostic Trouble Codes,No
FDB6,SPN Support,No
FDB7,Expanded Freeze Frame,No
FDB8,Diagnostic Readiness 3,No
FDB9,Tire Pressure Reference Information,J1939 DBC
FDBA,Farebox Status,J1939 DBC
FDBB,Farebox Point of Sale,J1939 DBC
FDBC,Farebox Service Detail,J1939 DBC
FDBD,Signal Preemption,J1939 DBC
FDBE,Transit Route,No
FDBF,Transit Milepost,No
FDC0,Passenger Counter,J1939 DBC
FDC1,Engine Fluid Level/Pressure 3,J1939 DBC
FDC2,Electronic Engine Controller 14,J1939 DBC
FDC3,Electronic Engine Controller 15,J1939 DBC
FDC4,Electronic Brake Controller 5,J1939 DBC
FDC5,ECU Identification Information,J1939 DBC & ISOBUS DBC
FDC6,Cold Start Aids,J1939 DBC
FDC7,Off-Highway Engine Control Selection States,J1939 DBC
FDC8,Operator Primary Intermediate Speed Control state,J1939 DBC
FDC9,Electronic Control Module Information,J1939 DBC
FDCA,Intermediate Speed Control,J1939 DBC
FDCB,Off-Highway Engine Control Selection,J1939 DBC
FDCC,Operators External Light Controls Message,J1939 DBC
FDCD,Operator Wiper and Washer Controls Message,J1939 DBC
FDCE,Working Set Member Message (Obsolete - See PGN 65088),No
FDCF,Working Set Master Message (Obsolete - See PGN 65089),No
FDD0,Intake/Exhaust Conditions 2,J1939 DBC
FDD1,FMS-standard Interface Identity/Capabilities,J1939 DBC
FDD2,ECU Performance,J1939 DBC
FDD3,Turbocharger Information 6,J1939 DBC
FDD4,Cab Message 3,J1939 DBC
FDD5,Electronic Engine Controller 5,J1939 DBC
FDD6,Basic Joystick Message 1,J1939 DBC
FDD7,Extended Joystick Message 1,J1939 DBC
FDD8,Basic Joystick Message 2,J1939 DBC
FDD9,Extended Joystick Message 2,J1939 DBC
FDDA,Basic Joystick Message 3,J1939 DBC
FDDB,Extended Joystick Message 3,J1939 DBC
FDDC,Marine Control Information,J1939 DBC
FDDD,Military Application Message #1/1,No
FDDE,Military Application Message #2/1,No
FDDF,Front Wheel Drive Status,J1939 DBC
FDE0,Ambient Conditions 2,J1939 DBC
FDE1,Cab A/C Climate System Information,J1939 DBC
FDE2,Supply Pressure Demand,J1939 DBC
FDE3,Equipment Operation and Control,J1939 DBC
FDE4,Equipment Performance Data,J1939 DBC
FDE5,Maximum Vehicle Speed Limit Status,J1939 DBC
FDE6,Hydraulic Braking System,J1939 DBC
FDE7,Bus #1/Utility Sync Check Status,J1939 DBC
FDE8,Bus #1/Generator Sync Check Status,J1939 DBC
FDE9,Bus #1 Phase C Basic AC Quantities,J1939 DBC
FDEA,Bus #1 Phase B Basic AC Quantities,J1939 DBC
FDEB,Bus #1 Phase A Basic AC Quantities,J1939 DBC
FDEC,Bus #1 Average Basic AC Quantities,J1939 DBC
FDED,Utility Total AC Energy,J1939 DBC
FDEE,Utility Phase C AC Reactive Power,J1939 DBC
FDEF,Utility Phase C AC Power,J1939 DBC
FDF0,Utility Phase C AC Basic Quantities,J1939 DBC
FDF1,Utility Phase B AC Reactive Power,J1939 DBC
FDF2,Utility Phase B AC Power,J1939 DBC
FDF3,Utility Phase B AC Basic Quantities,J1939 DBC
FDF4,Utility Phase A AC Reactive Power,J1939 DBC
FDF5,Utility Phase A AC Power,J1939 DBC
FDF6,Utility Phase A Basic AC Quantities,J1939 DBC
FDF7,Utility Total AC Reactive Power,J1939 DBC
FDF8,Utility Total AC Power,J1939 DBC
FDF9,Utility Average Basic AC Quantities,J1939 DBC
FDFA,Generator Total AC Energy,J1939 DBC
FDFB,Generator Phase C AC Reactive Power,J1939 DBC
FDFC,Generator Phase C AC Power,J1939 DBC
FDFD,Generator Phase C Basic AC Quantities,J1939 DBC
FDFE,Generator Phase B AC Reactive Power,J1939 DBC
FDFF,Generator Phase B AC Power,J1939 DBC
FE00,Generator Phase B Basic AC Quantities,J1939 DBC
FE01,Generator Phase A AC Reactive Power,J1939 DBC
FE02,Generator Phase A AC Power,J1939 DBC
FE03,Generator Phase A Basic AC Quantities,J1939 DBC
FE04,Generator Total AC Reactive Power,J1939 DBC
FE05,Generator Total AC Power,J1939 DBC
FE06,Generator Average Basic AC Quantities,J1939 DBC
FE07,Exhaust Temperature,J1939 DBC
FE08,Required Tractor Facilities message,ISOBUS DBC (2022-08)
FE09,Tractor Facilities response message,ISOBUS DBC (2022-08)
FE0A,Implement Remote Control Command Tractor Response,No
FE0B,Tractor control mode command,ISOBUS DBC (2022-08)
FE0C,Working Set Member,ISOBUS DBC (2022-08)
FE0D,Working Set Master,ISOBUS DBC (2022-08)
FE0E,Response for Repetition Rate,ISOBUS DBC (2022-08)
FE0F,Language command,ISOBUS DBC (2022-08)
FE10,Auxiliary valve 0 estimated flow,ISOBUS DBC (2022-08)
FE11,Auxiliary valve 1 estimated flow,ISOBUS DBC (2022-08)
FE12,Auxiliary valve 2 estimated flow,ISOBUS DBC (2022-08)
FE13,Auxiliary valve 3 estimated flow,ISOBUS DBC (2022-08)
FE14,Auxiliary valve 4 estimated flow,ISOBUS DBC (2022-08)
FE15,Auxiliary valve 5 estimated flow,ISOBUS DBC (2022-08)
FE16,Auxiliary valve 6 estimated flow,ISOBUS DBC (2022-08)
FE17,Auxiliary valve 7 estimated flow,ISOBUS DBC (2022-08)
FE18,Auxiliary valve 8 estimated flow,ISOBUS DBC (2022-08)
FE19,Auxiliary valve 9 estimated flow,ISOBUS DBC (2022-08)
FE1A,Auxiliary valve 10 estimated flow,ISOBUS DBC (2022-08)
FE1B,Auxiliary valve 11 estimated flow,ISOBUS DBC (2022-08)
FE1C,Auxiliary valve 12 estimated flow,ISOBUS DBC (2022-08)
FE1D,Auxiliary valve 13 estimated flow,ISOBUS DBC (2022-08)
FE1E,Auxiliary valve 14 estimated flow,ISOBUS DBC (2022-08)
FE1F,Auxiliary valve 15 estimated flow,ISOBUS DBC (2022-08)
FE20,Auxiliary valve 0 measured flow,ISOBUS DBC (2022-08)
FE21,Auxiliary valve 1 measured flow,ISOBUS DBC (2022-08)
FE22,Auxiliary valve 2 measured flow,ISOBUS DBC (2022-08)
FE23,Auxiliary valve 3 measured flow,ISOBUS DBC (2022-08)
FE24,Auxiliary valve 4 measured flow,ISOBUS DBC (2022-08)
FE25,Auxiliary valve 5 measured flow,ISOBUS DBC (2022-08)
FE26,Auxiliary valve 6 measured flow,ISOBUS DBC (2022-08)
FE27,Auxiliary valve 7 measured flow,ISOBUS DBC (2022-08)
FE28,Auxiliary valve 8 measured flow,ISOBUS DBC (2022-08)
FE29,Auxiliary valve 9 measured flow,ISOBUS DBC (2022-08)
FE2A,Auxiliary valve 10 measured flow,ISOBUS DBC (2022-08)
FE2B,Auxiliary valve 11 measured flow,ISOBUS DBC (2022-08)
FE2C,Auxiliary valve 12 measured flow,ISOBUS DBC (2022-08)
FE2D,Auxiliary valve 13 measured flow,ISOBUS DBC (2022-08)
FE2E,Auxiliary valve 14 measured flow,ISOBUS DBC (2022-08)
FE2F,Auxiliary valve 15 measured flow,ISOBUS DBC (2022-08)
FE30,Auxiliary valve 0 command,ISOBUS DBC (2022-08)
FE31,Auxiliary valve 1 command,ISOBUS DBC (2022-08)
FE32,Auxiliary valve 2 command,ISOBUS DBC (2022-08)
FE33,Auxiliary valve 3 command,ISOBUS DBC (2022-08)
FE34,Auxiliary valve 4 command,ISOBUS DBC (2022-08)
FE35,Auxiliary valve 5 command,ISOBUS DBC (2022-08)
FE36,Auxiliary valve 6 command,ISOBUS DBC (2022-08)
FE37,Auxiliary valve 7 command,ISOBUS DBC (2022-08)
FE38,Auxiliary valve 8 command,ISOBUS DBC (2022-08)
FE39,Auxiliary valve 9 command,ISOBUS DBC (2022-08)
FE3A,Auxiliary valve 10 command,ISOBUS DBC (2022-08)
FE3B,Auxiliary valve 11 command,ISOBUS DBC (2022-08)
FE3C,Auxiliary valve 12 command,ISOBUS DBC (2022-08)
FE3D,Auxiliary valve 13 command,ISOBUS DBC (2022-08)
FE3E,Auxiliary valve 14 command,ISOBUS DBC (2022-08)
FE3F,Auxiliary valve 15 command,ISOBUS DBC (2022-08)
FE40,Lighting Data,J1939 DBC & ISOBUS DBC
FE41,Lighting command,J1939 DBC & ISOBUS DBC
FE42,Hitch and PTO commands,ISOBUS DBC (2022-08)
FE43,Primary or Rear Power Take off Output Shaft,ISOBUS DBC (2022-08)
FE44,Secondary or Front Power Take off Output Shaft,ISOBUS DBC (2022-08)
FE45,Primary or Rear Hitch Status,ISOBUS DBC (2022-08)
FE46,Secondary or Front Hitch Status,ISOBUS DBC (2022-08)
FE47,Maintain Power,ISOBUS DBC (2022-08)
FE48,Wheel-based Speed and Distance,ISOBUS DBC (2022-08)
FE49,Ground-based Speed and Distance,ISOBUS DBC (2022-08)
FE4A,Electronic Transmission Controller 7,J1939 DBC
FE4B,Transmission Configuration 2,J1939 DBC
FE4C,Military Lighting Command,J1939 DBC
FE4D,Total Averaged Information,J1939 DBC
FE4E,Door Control 1,J1939 DBC
FE4F,Vehicle Dynamic Stability Control 1,J1939 DBC
FE50,Battery Temperature,J1939 DBC
FE51,"Adaptive Cruise Control, Operator Input",J1939 DBC
FE52,Vehicle Electrical Power 3,J1939 DBC
FE53,Retarder Continuous Torque & Speed Limit,J1939 DBC
FE54,Engine Continuous Torque & Speed Limit,J1939 DBC
FE55,Gaseous Fuel Properties,J1939 DBC
FE56,Aftertreatment 1 Diesel Exhaust Fluid Tank 1 Information 1,J1939 DBC
FE57,Air Suspension Control 5,J1939 DBC
FE58,Air Suspension Control 4,J1939 DBC
FE59,Air Suspension Control 3,J1939 DBC
FE5A,Air Suspension Control 1,J1939 DBC
FE5B,Forward Lane Image 2,J1939 DBC
FE5C,Running Gear Equipment #2/2,No
FE5D,General Purpose Message #1/2,No
FE5E,Running Gear Equipment #2/3,No
FE5F,General Purpose Message #1/3,No
FE60,General Purpose Message #2/3,No
FE61,General Purpose Message #1/4,No
FE62,General Purpose Message #2/4,No
FE63,General Purpose Message #1/5,No
FE64,General Purpose Message #2/5,No
FE65,General Purpose Message #1/6,No
FE66,Battery Main Switch Information,J1939 DBC
FE67,Climate Control Configuration,J1939 DBC
FE68,Vehicle Fluids,J1939 DBC
FE69,Engine Temperature 3,J1939 DBC
FE6A,Engine Fuel/Lube Systems,J1939 DBC
FE6B,Driver's Identification,J1939 DBC
FE6C,Tachograph,J1939 DBC
FE6D,Heater Information,J1939 DBC
FE6E,High Resolution Wheel Speed,J1939 DBC
FE6F,Adaptive Cruise Control 1,J1939 DBC
FE70,Combination Vehicle Weight,J1939 DBC
FE71,Laser Tracer Position,J1939 DBC
FE72,Laser Leveling System Blade Control,J1939 DBC
FE73,Laser Receiver Mast Position,J1939 DBC
FE74,Modify Leveling System Control Set Point,J1939 DBC
FE75,Laser Leveling System Vertical Deviation,J1939 DBC
FE76,Laser Leveling System Vertical Position Display Data,J1939 DBC
FE77,Auxiliary Pressures,J1939 DBC
FE78,Tire Pressure Control Unit Mode and Status,J1939 DBC
FE79,Tire Pressure Control Unit Target Pressures,J1939 DBC
FE7A,Tire Pressure Control Unit Current Pressures,J1939 DBC
FE7B,Combustion Time 1,J1939 DBC
FE7C,Combustion Time 2,J1939 DBC
FE7D,Combustion Time 3,J1939 DBC
FE7E,Combustion Time 4,J1939 DBC
FE7F,Combustion Time 5,J1939 DBC
FE80,Combustion Time 6,J1939 DBC
FE81,Fuel Information 2 (Gaseous),J1939 DBC
FE82,Ignition Timing 1,J1939 DBC
FE83,Ignition Timing 2,J1939 DBC
FE84,Ignition Timing 3,J1939 DBC
FE85,Ignition Timing 4,J1939 DBC
FE86,Ignition Timing 5,J1939 DBC
FE87,Ignition Timing 6,J1939 DBC
FE88,Ignition Transformer Secondary Output 1,J1939 DBC
FE89,Ignition Transformer Secondary Output 2,J1939 DBC
FE8A,Ignition Transformer Secondary Output 3,J1939 DBC
FE8B,Gaseous Fuel Pressure 1,J1939 DBC
FE8C,Auxiliary Analog Information,J1939 DBC
FE8D,Vehicle Electrical Power 2,J1939 DBC
FE8E,Service 2,J1939 DBC
FE8F,Supply Pressure 2,J1939 DBC
FE90,Engine Torque History,J1939 DBC
FE91,Fuel Leakage,J1939 DBC
FE92,Engine Information 1,J1939 DBC
FE93,Engine Electrical System/Module Information,J1939 DBC
FE94,Engine Auxiliary Coolant,J1939 DBC
FE95,Rebuild Information,J1939 DBC
FE96,Turbocharger Wastegate,J1939 DBC
FE97,Turbocharger Information 5,J1939 DBC
FE98,Turbocharger Information 4,J1939 DBC
FE99,Turbocharger Information 3,J1939 DBC
FE9A,Turbocharger Information 2,J1939 DBC
FE9B,Turbocharger Information 1,J1939 DBC
FE9C,Main Bearing Temperature 3,J1939 DBC
FE9D,Main Bearing Temperature 2,J1939 DBC
FE9E,Main Bearing Temperature 1,J1939 DBC
FE9F,Exhaust Port Temperature 5,J1939 DBC
FEA0,Exhaust Port Temperature 4,J1939 DBC
FEA1,Exhaust Port Temperature 3,J1939 DBC
FEA2,Exhaust Port Temperature 2,J1939 DBC
FEA3,Exhaust Port Temperature 1,J1939 DBC
FEA4,Engine Temperature 2,J1939 DBC
FEA5,Intake Manifold Information 2,J1939 DBC
FEA6,Intake Manifold Information 1,J1939 DBC
FEA7,Alternator Temperature 1,J1939 DBC
FEA8,Articulation Control,J1939 DBC
FEA9,Exhaust Oxygen 1,J1939 DBC
FEAA,Alternate Fuel 2,J1939 DBC
FEAB,Electronic Transmission Controller 6,J1939 DBC
FEAC,Wheel Brake Lining Remaining Information,J1939 DBC
FEAD,Wheel Application Pressure High Range Information,J1939 DBC
FEAE,Air Supply Pressure,J1939 DBC
FEAF,Fuel Consumption (Gaseous),J1939 DBC
FEB0,Trip Time Information 2,J1939 DBC
FEB1,ECU History,J1939 DBC
FEB2,Fuel Information 1 (Gaseous),J1939 DBC
FEB3,Fuel Information 1 (Liquid),J1939 DBC
FEB4,Trip Time Information 1,J1939 DBC
FEB5,Trip Shutdown Information,J1939 DBC
FEB6,Trip Vehicle Speed/Cruise Distance Information,J1939 DBC
FEB7,Engine Speed/Load Factor Information,J1939 DBC
FEB8,Trip Fuel Information (Gaseous),J1939 DBC
FEB9,Trip Fuel Information (Liquid),J1939 DBC
FEBA,Trip Distance Information,J1939 DBC
FEBB,Trip Fan Information,J1939 DBC
FEBC,Compression/Service Brake Information,J1939 DBC
FEBD,Fan Drive #1,J1939 DBC
FEBE,Electronic Engine Controller 4,J1939 DBC
FEBF,Wheel Speed Information,J1939 DBC
FEC0,Service Information,J1939 DBC
FEC1,High Resolution Vehicle Distance,J1939 DBC
FEC2,Electronic Retarder Controller 2,J1939 DBC
FEC3,Electronic Transmission Controller 5,J1939 DBC
FEC4,Electronic Brake System #2/2,No
FEC5,Electronic Transmission Controller 4,J1939 DBC
FEC6,Electronic Brake System #2/3,No
FEC7,Electronic Transmission Controller 3,J1939 DBC
FEC8,General Purpose Message #2/2,No
FEC9,Electronic Brake System #1/2,No
FECA,Active Diagnostic Trouble Codes,No
FECB,Previously Active Diagnostic Trouble Codes,No
FECC,Diagnostic Data Clear/Reset for Previously Active DTCs,No
FECD,Freeze Frame Parameters,No
FECE,Diagnostic Readiness 1,No
FECF,Emission-Related Pending Diagnostic Trouble Codes,No
FED0,Test Results for Non-continuously Monitored Systems,No
FED1,Oxygen Sensor Test Results,No
FED2,Non-Continuously Monitored Systems Test Identifiers Support,No
FED3,Diagnostic Data Clear/Reset for Active DTCs,No
FED4,Emission-Related MIL-On Diagnostic Trouble Codes,No
FED5,Alternator Information,J1939 DBC
FED6,Hybrid System Inputs 1,J1939 DBC
FED8,ISO Commanded Address,NMEA DBC
FED9,Auxiliary Input/Output Status 1,J1939 DBC
FEDA,Software Identification,J1939 DBC & ISOBUS DBC
FEDB,Engine Fluid Level/Pressure 2,J1939 DBC
FEDC,Idle Operation,J1939 DBC
FEDD,Turbocharger,J1939 DBC
FEDE,Engine Air Start Pressure,J1939 DBC
FEDF,Electronic Engine Controller 3,J1939 DBC
FEE0,Vehicle Distance,J1939 DBC
FEE1,Retarder Configuration,J1939 DBC
FEE2,Transmission Configuration,J1939 DBC
FEE3,Engine Configuration 1,J1939 DBC
FEE4,Shutdown,J1939 DBC
FEE5,"Engine Hours, Revolutions",J1939 DBC
FEE6,Time/Date,J1939 DBC & ISOBUS DBC
FEE7,Vehicle Hours,J1939 DBC
FEE8,Vehicle Direction/Speed,J1939 DBC
FEE9,Fuel Consumption (Liquid) 1,J1939 DBC
FEEA,Vehicle Weight,J1939 DBC
FEEB,Component Identification,J1939 DBC
FEEC,Vehicle Identification,J1939 DA
FEED,Cruise Control/Vehicle Speed Setup,J1939 DBC
FEEE,Engine Temperature 1,J1939 DBC
FEEF,Engine Fluid Level/Pressure 1,J1939 DBC
FEF0,Power Takeoff Information,J1939 DBC
FEF1,Cruise Control/Vehicle Speed 1,J1939 DBC
FEF2,Fuel Economy (Liquid),J1939 DBC
FEF3,Vehicle Position 1,J1939 DBC
FEF4,Tire Condition Message 1,J1939 DBC
FEF5,Ambient Conditions,J1939 DBC
FEF6,Intake/Exhaust Conditions 1,J1939 DBC
FEF7,Vehicle Electrical Power 1,J1939 DBC
FEF8,Transmission Fluids 1,J1939 DBC
FEF9,Axle Information,J1939 DBC
FEFA,Brakes 1,J1939 DBC
FEFB,Retarder fluids,J1939 DBC
FEFC,Dash Display 1,J1939 DBC
FEFD,Alternate Fuel 1,J1939 DBC
FEFE,Auxiliary Water Pump Pressure,J1939 DBC
FEFF,Operator indicators,J1939 DBC
FF00,Proprietary B (first entry),No
FF01,Proprietary B,No
FF02,Proprietary B,No
FF03,Proprietary B,No
FF05,Proprietary B,No
FF08,Proprietary B,No
FF09,Proprietary B,No
FF0A,Proprietary B,No
FF0B,Proprietary B,No
FF0C,Proprietary B,No
FF0D,Proprietary B,No
FF0E,Proprietary B,No
FF0F,Proprietary B,No
FF10,Proprietary B,No
FF11,Proprietary B,No
FF12,Proprietary B,No
FF13,Proprietary B,No
FF14,Proprietary B,No
FF15,Proprietary B,No
FF16,Proprietary B,No
FF17,Proprietary B,No
FF18,Proprietary B,No
FF19,Proprietary B,No
FF1A,Proprietary B,No
FF1B,Proprietary B,No
FF1C,Proprietary B,No
FF1D,Proprietary B,No
FF1E,Proprietary B,No
FF1F,Proprietary B,No
FF20,Proprietary B,No
FF21,Proprietary B,No
FF22,Proprietary B,No
FF23,Proprietary B,No
FF24,Proprietary B,No
FF25,Proprietary B,No
FF26,Proprietary B,No
FF27,Proprietary B,No
FF28,Proprietary B,No
FF29,Proprietary B,No
FF2A,Proprietary B,No
FF2B,Proprietary B,No
FF2C,Proprietary B,No
FF2D,Proprietary B,No
FF2E,Proprietary B,No
FF2F,Proprietary B,No
FF30,Proprietary B,No
FF31,Proprietary B,No
FF32,Proprietary B,No
FF33,Proprietary B,No
FF34,Proprietary B,No
FF35,Proprietary B,No
FF36,Proprietary B,No
FF37,Proprietary B,No
FF38,Proprietary B,No
FF39,Proprietary B,No
FF3A,Proprietary B,No
FF3B,Proprietary B,No
FF3C,Proprietary B,No
FF3D,Proprietary B,No
FF3E,Proprietary B,No
FF3F,Proprietary B,No
FF40,Proprietary B,No
FF41,Proprietary B,No
FF42,Proprietary B,No
FF43,Proprietary B,No
FF44,Proprietary B,No
FF45,Proprietary B,No
FF46,Proprietary B,No
FF47,Proprietary B,No
FF48,Proprietary B,No
FF49,Proprietary B,No
FF4A,Proprietary B,No
FF4B,Proprietary B,No
FF4C,Proprietary B,No
FF4D,Proprietary B,No
FF4E,Proprietary B,No
FF4F,Proprietary B,No
FF52,Proprietary B,No
FF53,Proprietary B,No
FF54,Proprietary B,No
FF55,Proprietary B,No
FF56,Proprietary B,No
FF57,Proprietary B,No
FF58,Proprietary B,No
FF59,Proprietary B,No
FF5A,Proprietary B,No
FF5B,Proprietary B,No
FF5C,Proprietary B,No
FF5D,Proprietary B,No
FF5E,Proprietary B,No
FF5F,Proprietary B,No
FF60,Proprietary B,No
FF61,Proprietary B,No
FF62,Proprietary B,No
FF63,Proprietary B,No
FF64,Proprietary B,No
FF65,Proprietary B,No
FF66,Proprietary B,No
FF67,Proprietary B,No
FF68,Proprietary B,No
FF69,Proprietary B,No
FF6A,Proprietary B,No
FF6B,Proprietary B,No
FF6C,Proprietary B,No
FF6D,Proprietary B,No
FF6E,Proprietary B,No
FF6F,Proprietary B,No
FF70,Proprietary B,No
FF71,Proprietary B,No
FF72,Proprietary B,No
FF73,Proprietary B,No
FF74,Proprietary B,No
FF75,Proprietary B,No
FF76,Proprietary B,No
FF77,Proprietary B,No
FF78,Proprietary B,No
FF79,Proprietary B,No
FF7A,Proprietary B,No
FF7B,Proprietary B,No
FF7C,Proprietary B,No
FF7D,Proprietary B,No
FF7E,Proprietary B,No
FF7F,Proprietary B,No
FF80,Proprietary B,No
FF82,Proprietary B,No
FF83,Proprietary B,No
FF84,Proprietary B,No
FF85,Proprietary B,No
FF86,Proprietary B,No
FF87,Proprietary B,No
FF88,Proprietary B,No
FF89,Proprietary B,No
FF8A,Proprietary B,No
FF8B,Proprietary B,No
FF8C,Proprietary B,No
FF8D,Proprietary B,No
FF8E,Proprietary B,No
FF8F,Proprietary B,No
FF90,Proprietary B,No
FF91,Proprietary B,No
FF92,Proprietary B,No
FF93,Proprietary B,No
FF94,Proprietary B,No
FF95,Proprietary B,No
FF96,Proprietary B,No
FF97,Proprietary B,No
FF98,Proprietary B,No
FF99,Proprietary B,No
FF9A,Proprietary B,No
FF9B,Proprietary B,No
FF9C,Proprietary B,No
FF9D,Proprietary B,No
FF9E,Proprietary B,No
FF9F,Proprietary B,No
FFA0,Proprietary B,No
FFA1,Proprietary B,No
FFA2,Proprietary B,No
FFA3,Proprietary B,No
FFA4,Proprietary B,No
FFA5,Proprietary B,No
FFA6,Proprietary B,No
FFA7,Proprietary B,No
FFA8,Proprietary B,No
FFA9,Proprietary B,No
FFAA,Proprietary B,No
FFAB,Proprietary B,No
FFAC,Proprietary B,No
FFAD,Proprietary B,No
FFAE,Proprietary B,No
FFAF,Proprietary B,No
FFB0,Proprietary B,No
FFB1,Proprietary B,No
FFB2,Proprietary B,No
FFB3,Proprietary B,No
FFB4,Proprietary B,No
FFB5,Proprietary B,No
FFB6,Proprietary B,No
FFB7,Proprietary B,No
FFB8,Proprietary B,No
FFB9,Proprietary B,No
FFBA,Proprietary B,No
FFBB,Proprietary B,No
FFBC,Proprietary B,No
FFBD,Proprietary B,No
FFBE,Proprietary B,No
FFBF,Proprietary B,No
FFC0,Proprietary B,No
FFC1,Proprietary B,No
FFC2,Proprietary B,No
FFC3,Proprietary B,No
FFC4,Proprietary B,No
FFC5,Proprietary B,No
FFC6,Proprietary B,No
FFC7,Proprietary B,No
FFC8,Proprietary B,No
FFC9,Proprietary B,No
FFCA,Proprietary B,No
FFCB,Proprietary B,No
FFCC,Proprietary B,No
FFCD,Proprietary B,No
FFCE,Proprietary B,No
FFCF,Proprietary B,No
FFD0,Proprietary B,No
FFD1,Proprietary B,No
FFD2,Proprietary B,No
FFD3,Proprietary B,No
FFD4,Proprietary B,No
FFD5,Proprietary B,No
FFD6,Proprietary B,No
FFD7,Proprietary B,No
FFD8,Proprietary B,No
FFD9,Proprietary B,No
FFDA,Proprietary B,No
FFDB,Proprietary B,No
FFDC,Proprietary B,No
FFDD,Proprietary B,No
FFDE,Proprietary B,No
FFDF,Proprietary B,No
FFE0,Proprietary B,No
FFE1,Proprietary B,No
FFE2,Proprietary B,No
FFE3,Proprietary B,No
FFE4,Proprietary B,No
FFE5,Proprietary B,No
FFE6,Proprietary B,No
FFE7,Proprietary B,No
FFE8,Proprietary B,No
FFE9,Proprietary B,No
FFEA,Proprietary B,No
FFEB,Proprietary B,No
FFEC,Proprietary B,No
FFED,Proprietary B,No
FFEE,Proprietary B,No
FFEF,Proprietary B,No
FFF0,Proprietary B,No
FFF1,Proprietary B,No
FFF2,Proprietary B,No
FFF3,Proprietary B,No
FFF4,Proprietary B,No
FFF5,Proprietary B,No
FFF6,Proprietary B,No
FFF7,Proprietary B,No
FFF8,Proprietary B,No
FFF9,Proprietary B,No
FFFA,Proprietary B,No
FFFB,Proprietary B,No
FFFC,Proprietary B,No
FFFD,Proprietary B,No
FFFE,Proprietary B,No
FFFF,Proprietary B (last entry),No
1ED00,NMEA - Request/Command/Acknowledge group function,No
1EF00,Proprietary A2,No
1F007,Alert,NMEA DBC
1F008,Alert Response,NMEA DBC
1F009,Alert Text,NMEA DBC
1F00A,Alert Configuration,NMEA DBC (2022)
1F00B,Alert Threshold,NMEA DBC (2022)
1F00C,Alert Value,NMEA DBC (2022)
1F010,System Time,NMEA DBC
1F011,Heartbeat,NMEA DBC
1F014,Product Information,NMEA DBC
1F101,Man Overboard Notification(MOB),NMEA DBC
1F105,Heading/Track Control,NMEA DBC
1F10D,Rudder,NMEA DBC
1F112,Vessel Heading,NMEA DBC
1F113,Rate of Turn,NMEA DBC
1F114,Heave,NMEA DBC (2022)
1F119,Attitude,NMEA DBC
1F11A,Magnetic Variation,NMEA DBC
1F200,"Engine Parameters, Rapid Update",NMEA DBC
1F201,"Engine Parameters, Dynamic",NMEA DBC
1F205,"Transmission Parameters, Dynamic",NMEA DBC
1F208,"Trip Fuel Consumption, Vessel",NMEA DBC
1F209,"Trip Fuel Consumption, Engine",NMEA DBC
1F20A,"Engine Parameters, Static",NMEA DBC
1F20C,Load Controller Connection State / Control,NMEA DBC
1F20D,Switch Bank Status,NMEA DBC
1F20E,Switch Bank Control - DEPRICATED,NMEA DBC
1F20F,AC Input Status -DEPRECATED,NMEA DBC
1F210,AC Output Status -DEPRECATED,NMEA DBC
1F211,Fluid Level,NMEA DBC
1F212,DC Detailed Status,NMEA DBC
1F213,Charger Status- DEPRECATED,NMEA DBC
1F214,Battery Status,NMEA DBC
1F215,Inverter Status- DEPRECATED,NMEA DBC
1F216,Charger Configuration Status,NMEA DBC (2022)
1F217,Inverter Configuration Status,NMEA DBC (2022)
1F218,AGS Configuration Status,NMEA DBC (2022)
1F219,Battery Configuration Status,NMEA DBC (2022)
1F21A,AGS Status,NMEA DBC (2022)
1F300,AC Power / Current- Phase A,NMEA DBC
1F301,AC Power / Current- Phase B,NMEA DBC
1F302,AC Power / Current- Phase C,NMEA DBC
1F303,AC Voltage / Frequency-Phase A,NMEA DBC (2022)
1F304,AC Voltage / Frequency-Phase B,NMEA DBC (2022)
1F305,AC Voltage / Frequency-Phase C,NMEA DBC (2022)
1F306,Converter (Inverter/Charger) Status,NMEA DBC
1F307,DC Voltage / Current,NMEA DBC
1F400,Nautical Leeway Angle,NMEA DBC
1F401,Vessel Acceleration,NMEA DBC (2022)
1F406,Thruster Control Status,NMEA DBC (2022)
1F407,Thruster Information,NMEA DBC (2022)
1F408,Thruster Motor Status,NMEA DBC (2022)
1F503,"Speed, Water Referenced",NMEA DBC
1F50B,Water Depth,NMEA DBC
1F513,Distance Log,NMEA DBC
1F608,Tracked Target Data,NMEA DBC (2022)
1F61A,Elevator Car Status,NMEA DBC (2022)
1F700,Elevator Motor Control,NMEA DBC (2022)
1F701,Elevator Deck Push Button,NMEA DBC (2022)
1F708,Windlass Control Status,NMEA DBC
1F709,Anchor Windlass Operating Status,NMEA DBC
1F70A,Anchor Windlass Monitoring Status,NMEA DBC
1F70C,Linear Actuator Control/Status,NMEA DBC (2022)
1F801,"Position, Rapid Update",NMEA DBC
1F802,"COG & SOG, Rapid Update",NMEA DBC
1F803,"Position Delta, High Precision Rapid Update",NMEA DBC (2022)
1F804,"Altitude Delta, High Precision Rapid Update",NMEA DBC (2022)
1F805,GNSS Position Data,NMEA DBC
